year,month,day,hour,minute,temp,rh,wind,rainfall,pressure,radiation
1999,6,1,0,5,25.32,93.4,4.02336,,101.1176054,1.1999999999999999e-4
1999,6,1,0,10,25.27,93.4,4.91744,0,101.0498776,8e-5
1999,6,1,0,15,25.21,93.8,5.81152,,,7.000000000000001e-5
1999,6,1,0,20,25.14,93.7,4.91744,,,5.9999999999999995e-5
1999,6,1,0,25,25.12,94,4.91744,0,100.9821498,7.000000000000001e-5
1999,6,1,0,30,25.08,94,5.81152,,,8.999999999999999e-5
1999,6,1,0,35,25.03,93.9,5.81152,0,100.8466942,4e-5
1999,6,1,0,40,25.03,93.8,4.4704,0,100.8466942,4e-5
1999,6,1,0,45,25.04,93.7,4.02336,0,100.914422,5e-5
1999,6,1,0,50,25.05,93.5,3.12928,,,7.000000000000001e-5
1999,6,1,0,55,25.07,93.5,3.12928,0,100.9821498,7.000000000000001e-5
1999,6,1,1,0,25.03,93.5,3.57632,,,8.999999999999999e-5
1999,6,1,1,5,24.97,93.8,4.02336,0,100.9821498,7.000000000000001e-5
1999,6,1,1,10,24.95,94.2,5.81152,,,5.9999999999999995e-5
1999,6,1,1,15,24.94,94.2,4.91744,,,7.000000000000001e-5
1999,6,1,1,20,24.87,94.5,6.25856,0,101.0498776,8.999999999999999e-5
1999,6,1,1,25,24.85,94.3,4.4704,,,4e-5
1999,6,1,1,30,24.85,94.3,6.7056,0,101.0837415,5.9999999999999995e-5
1999,6,1,1,35,24.87,93.7,6.25856,0,101.0837415,2.9999999999999997e-5
1999,6,1,1,40,24.83,93.5,5.81152,0,101.01601369999999,5.9999999999999995e-5
1999,6,1,1,45,24.86,93.2,6.7056,0,101.0498776,4e-5
1999,6,1,1,50,24.85,93.2,5.81152,0,100.9482859,4e-5
1999,6,1,1,55,24.84,93.1,8.04672,0,100.8466942,2.9999999999999997e-5
1999,6,1,2,0,24.84,93,7.15264,0,100.8128303,0
1999,6,1,2,5,24.86,92.8,7.59968,0,100.7789664,4e-5
1999,6,1,2,10,24.79,93.1,8.04672,0,100.7451025,4e-5
1999,6,1,2,15,24.8,92.8,4.4704,0,100.7451025,2e-5
1999,6,1,2,20,24.78,92.8,5.81152,0,100.7451025,2e-5
1999,6,1,2,25,24.79,92.8,4.02336,0,100.8466942,4e-5
1999,6,1,2,30,24.77,92.9,4.91744,0,100.9482859,4e-5
1999,6,1,2,35,24.77,93.1,4.4704,0,101.1176054,5e-5
1999,6,1,2,40,24.78,93.4,3.57632,0,101.1853332,4e-5
1999,6,1,2,45,24.79,93.2,4.02336,,,5.9999999999999995e-5
1999,6,1,2,50,24.79,93.3,,,,7.000000000000001e-5
1999,6,1,2,55,24.77,93.8,4.02336,0,101.1853332,2.9999999999999997e-5
1999,6,1,3,0,24.74,94,4.02336,0,101.1853332,5e-5
1999,6,1,3,5,24.71,93.9,3.57632,0,101.1514693,2e-5
1999,6,1,3,10,24.68,93.7,5.81152,0,101.1514693,5.9999999999999995e-5
1999,6,1,3,15,24.75,93.5,4.91744,0,101.1176054,5e-5
1999,6,1,3,20,24.77,93.3,4.4704,0,101.1853332,5.9999999999999995e-5
1999,6,1,3,25,24.75,93.1,3.12928,,,4e-5
1999,6,1,3,30,24.77,93.4,2.68224,,,4e-5
1999,6,1,3,35,24.79,93.3,2.68224,0,101.3207888,2.9999999999999997e-5
1999,6,1,3,40,24.73,93.5,3.57632,,,7.000000000000001e-5
1999,6,1,3,45,24.76,93.7,3.57632,,,4e-5
1999,6,1,3,50,24.77,93.6,3.57632,0,101.3546527,2.9999999999999997e-5
1999,6,1,3,55,24.75,93.5,4.4704,,,8.999999999999999e-5
1999,6,1,4,0,24.8,93.2,5.81152,0,101.4562444,5e-5
1999,6,1,4,5,24.84,92.3,5.81152,,,5.9999999999999995e-5
1999,6,1,4,10,24.86,92.2,6.7056,0,101.4901083,4e-5
1999,6,1,4,15,24.88,91.7,6.25856,0,101.4901083,4e-5
1999,6,1,4,20,24.94,91.6,4.4704,0,101.5239722,7.000000000000001e-5
1999,6,1,4,25,24.94,91.6,4.4704,0,101.5239722,4e-5
1999,6,1,4,30,24.94,91.5,6.25856,,,5.9999999999999995e-5
1999,6,1,4,35,24.91,91.5,5.81152,0,101.3885166,2e-5
1999,6,1,4,40,24.91,91.9,5.81152,0,101.3546527,4e-5
1999,6,1,4,45,24.93,92,5.81152,0,101.3207888,4e-5
1999,6,1,4,50,24.87,91.6,5.81152,0,101.2869249,5e-5
1999,6,1,4,55,24.85,91.9,4.91744,0,101.2869249,2e-5
1999,6,1,5,0,24.83,91.9,3.57632,0,101.3207888,2.9999999999999997e-5
1999,6,1,5,5,24.8,91.9,5.81152,0,101.253061,4e-5
1999,6,1,5,10,24.79,91.9,6.25856,0,101.2869249,7.000000000000001e-5
1999,6,1,5,15,24.78,92.1,4.4704,0,101.3885166,1.7999999999999998e-4
1999,6,1,5,20,24.74,92,4.02336,0,101.4901083,4.9e-4
1999,6,1,5,25,24.7,92.2,2.2352,0,101.4562444,0.00116
1999,6,1,5,30,24.68,92.3,,,,0.0018700000000000001
1999,6,1,5,35,24.65,92.4,3.57632,0,101.4562444,0.00354
1999,6,1,5,40,24.63,92.5,4.02336,0,101.4223805,0.0067800000000000004
1999,6,1,5,45,24.61,92.7,3.12928,,,0.013630000000000001
1999,6,1,5,50,24.55,92.8,3.57632,,,0.02156
1999,6,1,5,55,24.52,92.9,3.57632,0,101.3885166,0.02863
1999,6,1,6,0,24.56,92.8,4.91744,0,101.4223805,0.03153
1999,6,1,6,5,24.56,92.7,6.25856,0,101.4223805,0.03692
1999,6,1,6,10,24.53,92.8,6.7056,0,101.4223805,0.038270000000000005
1999,6,1,6,15,24.5,93,4.4704,,,0.03506
1999,6,1,6,20,24.49,93.1,4.4704,0,101.5239722,0.039630000000000006
1999,6,1,6,25,24.5,93.3,4.4704,0,101.5239722,0.05627
1999,6,1,6,30,24.54,93.1,4.91744,,,0.06533
1999,6,1,6,35,24.51,92.7,5.81152,,,0.06924
1999,6,1,6,40,24.51,92.9,5.81152,0,101.55783609999999,0.06001
1999,6,1,6,45,24.55,92.7,6.25856,,,0.071
1999,6,1,6,50,24.47,92.5,4.91744,0,101.5917,0.062020000000000006
1999,6,1,6,55,24.48,92.7,5.81152,,,0.061840000000000006
1999,6,1,7,0,24.56,91.9,7.15264,0,101.6255639,0.0773
1999,6,1,7,5,24.61,91.2,5.81152,0,101.6255639,0.1031
1999,6,1,7,10,24.69,90.8,4.91744,0,101.6255639,0.1399
1999,6,1,7,15,24.73,90.2,6.25856,0,101.5239722,0.11259999999999999
1999,6,1,7,20,24.75,89.5,4.4704,0,101.4901083,0.14780000000000001
1999,6,1,7,25,24.81,88.6,7.59968,0,101.4223805,0.1585
1999,6,1,7,30,24.94,87.4,7.59968,0,101.3546527,0.2285
1999,6,1,7,35,25.03,86.9,6.25856,0,101.3546527,0.1988
1999,6,1,7,40,25.11,86.9,4.4704,0,101.4223805,0.2397
1999,6,1,7,45,25.27,85.7,5.81152,0,101.3885166,0.2712
1999,6,1,7,50,25.38,84,3.57632,0,101.4223805,0.2392
1999,6,1,7,55,25.43,83.7,4.02336,0,101.4562444,0.2058
1999,6,1,8,0,25.47,83.7,4.02336,0,101.4901083,0.3665
1999,6,1,8,5,25.69,82.7,3.57632,0,101.5239722,0.3737
1999,6,1,8,10,25.98,81.1,,,,0.4035
1999,6,1,8,15,26.37,79.4,3.57632,0,101.55783609999999,0.5418999999999999
1999,6,1,8,20,26.49,78.9,4.02336,,,0.2753
1999,6,1,8,25,26.22,80,4.91744,0,101.4562444,0.2047
1999,6,1,8,30,25.89,80.7,4.4704,,,0.18980000000000002
1999,6,1,8,35,25.66,81.7,5.81152,0,101.4562444,0.15519999999999998
1999,6,1,8,40,25.76,80.9,5.81152,,,0.3266
1999,6,1,8,45,25.95,79.9,4.91744,0,101.4562444,0.49360000000000004
1999,6,1,8,50,26.35,78.5,4.4704,0,101.4562444,0.5127
1999,6,1,8,55,26.64,77.1,4.4704,0,101.4562444,0.6053999999999999
1999,6,1,9,0,26.85,76.6,4.02336,,,0.6095
1999,6,1,9,5,27.19,75.3,4.02336,0,101.5239722,0.6631
1999,6,1,9,10,27.55,73.9,5.81152,0,101.4901083,0.6246
1999,6,1,9,15,27.8,73.3,6.7056,0,101.4901083,0.633
1999,6,1,9,20,27.81,73,8.49376,0,101.4901083,0.6695
1999,6,1,9,25,27.82,73,7.15264,0,101.4901083,0.717
1999,6,1,9,30,27.87,72.7,6.25856,0,101.4901083,0.741
1999,6,1,9,35,28,71.4,6.25856,0,101.4562444,0.677
1999,6,1,9,40,28.08,70.6,5.81152,0,101.3207888,0.666
1999,6,1,9,45,28.21,67.93,6.25856,0,101.253061,0.724
1999,6,1,9,50,28.23,66.86,6.7056,0,101.1853332,0.727
1999,6,1,9,55,28.28,65.56,6.7056,0,101.1176054,0.737
1999,6,1,10,0,28.32,64.7,6.7056,0,101.0837415,0.748
1999,6,1,10,5,28.55,64.29,6.7056,0,101.1514693,0.76
1999,6,1,10,10,28.76,63,7.59968,0,101.0837415,0.771
1999,6,1,10,15,28.63,63.37,6.25856,0,101.1176054,0.779
1999,6,1,10,20,28.73,63.2,6.7056,0,101.1853332,0.788
1999,6,1,10,25,28.94,63.01,4.91744,0,101.253061,0.796
1999,6,1,10,30,29.16,62.07,6.7056,0,101.253061,0.804
1999,6,1,10,35,29.31,61.24,4.4704,,,0.814
1999,6,1,10,40,29.34,61.2,,,,0.824
1999,6,1,10,45,29.36,61.29,5.81152,0,101.2869249,0.833
1999,6,1,10,50,29.38,60.73,6.7056,0,101.1853332,0.84
1999,6,1,10,55,29.47,60.42,6.7056,,,0.847
1999,6,1,11,0,29.71,58.35,7.15264,0,101.1514693,0.856
1999,6,1,11,5,29.77,57.26,6.7056,,,0.861
1999,6,1,11,10,29.96,57.41,7.59968,,,0.87
1999,6,1,11,15,30.14,56.91,6.7056,0,101.1176054,0.874
1999,6,1,11,20,30.28,55.9,7.15264,0,101.1514693,0.879
1999,6,1,11,25,30.57,53.72,5.81152,0,101.1853332,0.886
1999,6,1,11,30,30.3,53.49,4.91744,,,0.888
1999,6,1,11,35,30.51,55.06,4.4704,0,101.253061,0.889
1999,6,1,11,40,30.85,54.59,6.7056,0,101.253061,0.894
1999,6,1,11,45,31.03,53.59,7.59968,0,101.2869249,0.898
1999,6,1,11,50,30.85,53.3,5.81152,,,0.901
1999,6,1,11,55,30.6,54.43,6.25856,0,101.2869249,0.902
1999,6,1,12,0,30.96,53.45,9.38784,0,101.2869249,0.906
1999,6,1,12,5,31.22,52.48,7.15264,0,101.2869249,0.905
1999,6,1,12,10,31.24,52.05,4.91744,0,101.3207888,0.905
1999,6,1,12,15,31.14,52.9,8.04672,0,101.1853332,0.904
1999,6,1,12,20,31.31,52.66,9.83488,0,101.1176054,0.903
1999,6,1,12,25,31.32,52.78,8.49376,0,101.0498776,0.907
1999,6,1,12,30,31.44,51.87,6.25856,0,101.0498776,0.907
1999,6,1,12,35,31.66,52.04,8.49376,0,101.0498776,0.908
1999,6,1,12,40,31.61,52.57,5.81152,0,101.1176054,0.896
1999,6,1,12,45,31.82,53.45,4.91744,0,101.1176054,0.901
1999,6,1,12,50,31.68,54.97,4.4704,0,101.1853332,0.908
1999,6,1,12,55,31.67,53.82,4.91744,0,101.3207888,0.911
1999,6,1,13,0,31.59,54.93,4.4704,0,101.4223805,0.909
1999,6,1,13,5,31.58,55.53,3.57632,0,101.5239722,0.904
1999,6,1,13,10,31.69,55.19,,,,0.899
1999,6,1,13,15,31.88,54.8,3.12928,0,101.55783609999999,0.894
1999,6,1,13,20,31.95,52.12,2.2352,,,0.893
1999,6,1,13,25,31.99,52.77,3.12928,0,101.4901083,0.89
1999,6,1,13,30,32.02,52.82,3.57632,,,0.888
1999,6,1,13,35,31.83,52.97,3.12928,0,101.4562444,0.883
1999,6,1,13,40,32.17,51.52,3.12928,0,101.4562444,0.877
1999,6,1,13,45,32.19,51.71,1.34112,,,0.873
1999,6,1,13,50,32.46,51.25,1.34112,0,101.5239722,0.87
1999,6,1,13,55,32.36,51.24,0,,,0.863
1999,6,1,14,0,32.48,50.62,3.12928,0,101.4562444,0.856
1999,6,1,14,5,32.58,51.12,1.34112,,,0.844
1999,6,1,14,10,32.65,50.17,2.2352,0,101.5239722,0.839
1999,6,1,14,15,32.43,50.82,4.02336,0,101.55783609999999,0.833
1999,6,1,14,20,32.43,51.2,3.57632,,,0.824
1999,6,1,14,25,32.58,50.44,3.12928,0,101.55783609999999,0.816
1999,6,1,14,30,32.53,50.69,3.12928,,,0.806
1999,6,1,14,35,32.62,49.65,3.57632,,,0.799
1999,6,1,14,40,32.7,50.35,6.25856,0,101.55783609999999,0.787
1999,6,1,14,45,32.65,49.91,4.02336,0,101.6255639,0.778
1999,6,1,14,50,32.61,50.88,4.4704,,,0.767
1999,6,1,14,55,32.54,51.2,4.02336,,,0.757
1999,6,1,15,0,32.89,49.69,4.91744,,,0.747
1999,6,1,15,5,32.53,50.1,6.25856,0,101.5917,0.736
1999,6,1,15,10,32.64,49.99,4.02336,0,101.5917,0.724
1999,6,1,15,15,32.78,50.29,5.81152,0,101.4901083,0.712
1999,6,1,15,20,32.72,50.91,5.81152,0,101.4223805,0.7
1999,6,1,15,25,33.02,48.71,5.81152,0,101.3546527,0.6888
1999,6,1,15,30,32.91,50.27,6.25856,0,101.3207888,0.6748
1999,6,1,15,35,32.8,51.54,7.15264,0,101.2869249,0.6635
1999,6,1,15,40,32.74,51.82,4.4704,0,101.3546527,0.6507000000000001
1999,6,1,15,45,32.53,51.82,4.02336,0,101.3546527,0.6351
1999,6,1,15,50,32.6,51.61,3.57632,0,101.4223805,0.6222000000000001
1999,6,1,15,55,32.52,51.6,4.91744,0,101.4562444,0.6082000000000001
1999,6,1,16,0,32.79,50.46,3.57632,0,101.55783609999999,0.5958
1999,6,1,16,5,32.72,51.04,2.68224,0,101.6255639,0.5808
1999,6,1,16,10,32.65,51.55,,,,0.5642
1999,6,1,16,15,32.48,51.74,3.12928,0,101.7271556,0.5492
1999,6,1,16,20,32.7,51.96,1.34112,0,101.6255639,0.5312
1999,6,1,16,25,32.77,51.98,0,0,101.6932917,0.5165
1999,6,1,16,30,32.64,52.42,3.12928,0,101.6255639,0.5039
1999,6,1,16,35,32.68,54.7,1.34112,0,101.5917,0.48710000000000003
1999,6,1,16,40,32.73,55.15,0,0,101.6255639,0.4704
1999,6,1,16,45,32.74,54.69,0,0,101.7271556,0.4565
1999,6,1,16,50,32.6,53.95,0,,,0.4392
1999,6,1,16,55,32.28,55.4,0,,,0.4198
1999,6,1,17,0,32.24,56.99,0,0,101.6932917,0.4038
1999,6,1,17,5,32.35,57.32,0,,,0.38689999999999997
1999,6,1,17,10,32.32,57.05,0,,,0.3697
1999,6,1,17,15,32.32,57.07,1.34112,0,101.7610195,0.3559
1999,6,1,17,20,32.29,56.66,1.34112,,,0.30960000000000004
1999,6,1,17,25,32.12,56.77,2.68224,0,101.7271556,0.3018
1999,6,1,17,30,32.05,57.51,2.68224,0,101.6932917,0.3054
1999,6,1,17,35,32.09,56.67,4.02336,0,101.6932917,0.2881
1999,6,1,17,40,32.03,56.91,3.57632,0,101.7271556,0.2726
1999,6,1,17,45,31.81,57.25,3.57632,0,101.6255639,0.2591
1999,6,1,17,50,31.67,57.81,4.02336,0,101.5239722,0.2429
1999,6,1,17,55,31.79,57.74,3.57632,0,101.4562444,0.226
1999,6,1,18,0,31.85,57.38,3.57632,0,101.3885166,0.21259999999999998
1999,6,1,18,5,31.71,58.22,3.12928,0,101.3546527,0.1989
1999,6,1,18,10,31.65,58.09,3.57632,0,101.3885166,0.1812
1999,6,1,18,15,31.43,58.49,2.68224,0,101.3546527,0.1659
1999,6,1,18,20,31.37,59.68,6.25856,,,0.1499
1999,6,1,18,25,31.33,60.05,5.81152,,,0.1331
1999,6,1,18,30,31.27,61.28,4.4704,0,101.4562444,0.1199
1999,6,1,18,35,31.16,62.35,2.2352,0,101.5239722,0.106
1999,6,1,18,40,30.92,64.28,1.34112,0,101.55783609999999,0.09290000000000001
1999,6,1,18,45,30.72,65.52,0,0,101.5917,0.0795
1999,6,1,18,50,30.6,66.06,,,,0.06563
1999,6,1,18,55,30.43,67.05,2.2352,0,101.6255639,0.052899999999999996
1999,6,1,19,0,30.27,67.61,1.34112,0,101.5239722,0.04126
1999,6,1,19,5,30.21,67.36,0,0,101.4562444,0.03131
1999,6,1,19,10,30.16,67.47,0,0,101.4562444,0.023059999999999997
1999,6,1,19,15,30.06,68.2,1.34112,0,101.4223805,0.01647
1999,6,1,19,20,29.77,69.35,0,,,0.01117
1999,6,1,19,25,29.61,70.1,0,,,0.00709
1999,6,1,19,30,29.54,70.2,0,0,101.4223805,0.004070000000000001
1999,6,1,19,35,29.41,70.6,0,,101.4562444,0.00235
1999,6,1,19,40,29.26,71.1,0,0,101.4901083,0.00126
1999,6,1,19,45,29.21,71.2,0,,,5.5e-4
1999,6,1,19,50,29.09,71.7,0,0,101.4562444,3e-4
1999,6,1,19,55,29.02,71.6,2.2352,,,2.6000000000000003e-4
1999,6,1,20,0,28.93,71.8,2.2352,0,101.5239722,2.5e-4
1999,6,1,20,5,28.8,72,2.68224,,,2.2e-4
1999,6,1,20,10,28.7,72.2,2.2352,0,101.4901083,2.3999999999999998e-4
1999,6,1,20,15,28.63,72.6,2.68224,,,2.7e-4
1999,6,1,20,20,28.5,73.4,3.57632,0,101.4901083,2.3999999999999998e-4
1999,6,1,20,25,28.36,73.9,2.68224,0,101.4562444,2.5e-4
1999,6,1,20,30,28.26,74.6,3.12928,0,101.3885166,2.3999999999999998e-4
1999,6,1,20,35,28.13,75.1,2.2352,0,101.2869249,2.3999999999999998e-4
1999,6,1,20,40,28.04,75.4,3.12928,0,101.2191971,2.7e-4
